src_img_name,mask_id,left_x,right_x,top_y,bottom_y,cell_id_cp
r02c02f16p01-ch4sk1fk1fl1.tiff,94ba1dd6-7fac-48ef-ac65-7f4ead8ac7ce,311,327,235,247,134
r02c02f16p01-ch4sk1fk1fl1.tiff,e10b7a77-a0fc-483b-a69a-ad46e7521378,318,337,406,417,135
r02c02f16p01-ch4sk1fk1fl1.tiff,4161ebea-1e52-4c02-89bc-32bf1f9edd9d,320,336,296,307,136
r02c02f16p01-ch4sk1fk1fl1.tiff,98eeaf40-4ec2-4c0c-ba4d-5e4499b6c49a,315,332,340,351,137
r02c02f16p01-ch4sk1fk1fl1.tiff,c2e168df-dcb4-4321-b500-d49544f18465,327,346,312,323,147
r02c02f16p01-ch4sk1fk1fl1.tiff,8636b6e9-bd58-4126-839e-6c761f118e5b,343,359,503,513,151
r02c02f16p01-ch4sk1fk1fl1.tiff,8a2daa9b-8ad8-430d-9556-e512fc344721,349,364,307,322,152
r02c02f16p01-ch4sk1fk1fl1.tiff,390c7be5-e66e-4240-9635-648232435b2d,347,365,422,436,153
r02c02f16p01-ch4sk1fk1fl1.tiff,8204f3df-183d-4ff5-8c15-36ca9263b7c9,348,367,159,174,154
r02c02f16p01-ch4sk1fk1fl1.tiff,e7034644-a5b9-461f-92fa-82767e78674b,363,378,177,192,161
r02c02f16p01-ch4sk1fk1fl1.tiff,f67f0495-90db-4965-b01e-9681dbf357e5,366,383,247,259,162
r02c02f16p01-ch4sk1fk1fl1.tiff,3bab473f-daae-484d-87de-5355a5df0cc8,379,394,396,409,164
r02c02f16p01-ch4sk1fk1fl1.tiff,67472770-1809-4532-9834-595ea26cd450,382,398,421,436,166
r02c02f16p01-ch4sk1fk1fl1.tiff,b30ae9ff-d620-48df-a07e-eaa38ac418d1,393,407,241,257,169
r02c02f16p01-ch4sk1fk1fl1.tiff,b242134a-f2c1-4cf6-a527-f0cc7d002518,396,409,259,278,170
r02c02f16p01-ch4sk1fk1fl1.tiff,ab8c0b07-2cbf-44ed-8d02-b678277d5c4f,392,418,346,360,172
r02c02f16p01-ch4sk1fk1fl1.tiff,a46930e6-b3f7-4f4c-8f0c-d8ac7a3c0061,397,420,121,136,174
r02c02f16p01-ch4sk1fk1fl1.tiff,1b84b836-ac27-4806-9dde-3b834b5f3d62,402,419,229,240,175
r02c02f16p01-ch4sk1fk1fl1.tiff,827283af-d181-4cad-8050-2c21e0f7ad87,409,425,213,224,176
r02c02f16p01-ch4sk1fk1fl1.tiff,7acc5d23-3aa3-44e7-9d05-a6c3b6d47637,407,425,96,108,177
r02c02f16p01-ch4sk1fk1fl1.tiff,60f673db-1394-4d51-8393-61dc57b78bb5,408,423,394,405,179
r02c02f16p01-ch4sk1fk1fl1.tiff,d59533b0-c1fb-4b08-8852-f2bcc732cd16,409,428,141,150,181
r02c02f16p01-ch4sk1fk1fl1.tiff,feb1e6f1-dfb1-4bfc-acbf-ea5754fe6680,410,432,427,444,182
r02c02f16p01-ch4sk1fk1fl1.tiff,8d8a21a0-f165-4f3c-a747-08bbecfca9fe,417,435,459,471,183
r02c02f16p01-ch4sk1fk1fl1.tiff,8711e821-203f-4a15-99cd-b28888aa36ab,413,440,156,179,184
r02c02f16p01-ch4sk1fk1fl1.tiff,803a7ef2-b80e-4f6a-888e-005a1db2259f,417,433,405,414,185
r02c02f16p01-ch4sk1fk1fl1.tiff,5e4eaadf-a61a-4908-ba6b-09b4b24ea89c,424,447,317,331,187
r02c02f16p01-ch4sk1fk1fl1.tiff,62feaf84-a654-432e-a7a1-4ac5e5d74706,431,447,246,261,188
r02c02f16p01-ch4sk1fk1fl1.tiff,c324fab7-180e-4f11-b3dd-3fae774079b6,432,448,389,402,189
r02c02f16p01-ch4sk1fk1fl1.tiff,53b903ea-64f9-4533-ad3b-7e7350be2d5c,428,444,195,205,190
r02c02f16p01-ch4sk1fk1fl1.tiff,4d0b2fb1-0f64-48ac-8995-7284928491a8,435,446,49,70,191
r02c02f16p01-ch4sk1fk1fl1.tiff,eca0d4b2-da78-423e-92af-44d1b96e77b2,437,448,293,308,192
r02c02f16p01-ch4sk1fk1fl1.tiff,3f48d198-0be1-4b3b-9cae-97251b1fc8dd,434,452,406,417,193
r02c02f16p01-ch4sk1fk1fl1.tiff,df970003-eabb-4b79-bce2-9135264aa762,442,458,276,290,195
r02c02f16p01-ch4sk1fk1fl1.tiff,9df5b301-673f-4bba-914c-eb2ae2361c9b,441,459,371,381,196
r02c02f16p01-ch4sk1fk1fl1.tiff,1ac9e065-5b0d-40f6-b5f0-b3e37f292437,443,456,224,236,197
r02c02f16p01-ch4sk1fk1fl1.tiff,83714f75-cfe9-41f7-9871-9925a4f4fab0,447,457,199,217,198
r02c02f16p01-ch4sk1fk1fl1.tiff,d8116b88-7aa7-43fa-a46d-903bc25910be,450,464,291,303,199
r02c02f16p01-ch4sk1fk1fl1.tiff,50b40e78-f17b-44a0-86bd-72f6680b9128,455,469,151,163,202
r02c02f16p01-ch4sk1fk1fl1.tiff,fb4e7f43-2aaf-445b-aaf8-de959c5e212c,460,476,101,115,203
r02c02f16p01-ch4sk1fk1fl1.tiff,a04e0898-14f4-4b16-8747-79bf6498aa79,457,473,122,135,204
r02c02f16p01-ch4sk1fk1fl1.tiff,de4943f4-ac89-43f1-b0f7-0caa2875dfa9,461,476,246,258,205
r02c02f16p01-ch4sk1fk1fl1.tiff,d10dda12-c667-44e8-8bcd-defd84fd2cec,466,477,133,149,206
r02c02f16p01-ch4sk1fk1fl1.tiff,ff4512e7-1351-4a41-a4b7-0bccc083d9d7,462,478,417,429,207
r02c02f16p01-ch4sk1fk1fl1.tiff,173506bb-9290-4942-96b7-d7bf83ae3ea9,471,492,362,375,209
r02c02f16p01-ch4sk1fk1fl1.tiff,726562fe-76a5-4edc-88e9-c7eade6b0a09,472,484,205,221,210
r02c02f16p01-ch4sk1fk1fl1.tiff,a4ac7328-5bf6-43cb-8346-7467e2a98023,475,489,385,397,211
r02c02f16p01-ch4sk1fk1fl1.tiff,0db5dacb-79c0-4ea0-add8-a0dbaff60535,480,495,282,295,215
r02c02f16p01-ch4sk1fk1fl1.tiff,ca2941ee-02bb-4b9e-8ee5-6a5a9ab35a62,478,497,398,410,216
r02c02f16p01-ch4sk1fk1fl1.tiff,f8206eca-7873-4daf-a93e-03394af4fe8c,485,501,215,228,217
r02c02f16p01-ch4sk1fk1fl1.tiff,6303ac4e-7a8b-45bf-b7e4-c841d072f7a5,500,514,281,295,219
r02c02f16p01-ch4sk1fk1fl1.tiff,ee6430f0-0a45-4ed4-aae8-ae53c301f0d7,503,519,203,215,220
r02c02f16p01-ch4sk1fk1fl1.tiff,0329bf8f-1bfd-4c6a-9d13-12a5aee6b1ac,506,525,456,468,223
r02c02f16p01-ch4sk1fk1fl1.tiff,e918ccaf-05f3-4e69-99c4-ffdc1655e358,514,531,170,185,225
r02c02f16p01-ch4sk1fk1fl1.tiff,c7640808-9d19-48f9-a2bc-e5d93c87de32,517,529,417,433,226
r02c02f16p01-ch4sk1fk1fl1.tiff,64da5693-5da5-4268-9dac-7c495eee4070,513,532,402,413,227
r02c02f16p01-ch4sk1fk1fl1.tiff,6b9f8aa6-47cd-4cb1-aa22-e34adb033855,520,537,267,278,229
r02c02f16p01-ch4sk1fk1fl1.tiff,35dcf37a-798c-4719-9f51-9af113b853fa,530,546,181,190,231
r02c02f16p01-ch4sk1fk1fl1.tiff,cdc368f0-bcba-4f8b-bbd9-f06c1f256d0d,540,552,97,113,237
r02c02f16p01-ch4sk1fk1fl1.tiff,b256c5ea-644f-4133-bf86-5c760c38f4a1,546,556,305,321,239
r02c02f16p01-ch4sk1fk1fl1.tiff,ea529ec4-f6e6-4b9e-b623-927451f221a6,553,563,145,165,240
r02c02f16p01-ch4sk1fk1fl1.tiff,f2f6c285-f2de-41ef-9ba3-09dcb4bd2cbe,555,569,405,415,242
r02c02f17p01-ch4sk1fk1fl1.tiff,075fd1c8-dd04-4bc4-a74c-ada3ea024460,4,19,306,322,1
r02c02f17p01-ch4sk1fk1fl1.tiff,43d4b0ff-9b46-49d1-8d80-54ab6856d318,8,22,321,331,2
r02c02f17p01-ch4sk1fk1fl1.tiff,25520cb0-98f9-4457-a612-0eb751d93a8a,15,25,155,168,5
r02c02f17p01-ch4sk1fk1fl1.tiff,cf295acc-6657-4221-b8bd-0de60f795b94,16,33,391,403,7
r02c02f17p01-ch4sk1fk1fl1.tiff,19d0088a-7a6a-4d79-93b8-eb94aabb88cc,18,31,448,464,8
r02c02f17p01-ch4sk1fk1fl1.tiff,5d5113d8-46c2-4996-b725-9cac16649d59,14,35,426,436,9
r02c02f17p01-ch4sk1fk1fl1.tiff,036ad343-63d5-4a22-b626-f72c4c209dee,25,41,281,295,12
r02c02f17p01-ch4sk1fk1fl1.tiff,24ae118d-1b4d-4ef6-90b4-8145fca264b6,30,39,134,149,13
r02c02f17p01-ch4sk1fk1fl1.tiff,2f63b2ac-6a89-41fc-9e00-d32f54dd9898,45,61,312,325,17
r02c02f17p01-ch4sk1fk1fl1.tiff,d6718697-0cf0-410d-8aee-a4380e3dba37,48,63,130,148,18
r02c02f17p01-ch4sk1fk1fl1.tiff,ab11ba10-218b-4f6a-b2b3-debd652a196c,47,61,171,180,19
r02c02f17p01-ch4sk1fk1fl1.tiff,fd9310ad-8529-4833-811a-a37a6b27cf13,58,70,7,20,22
r02c02f17p01-ch4sk1fk1fl1.tiff,0be37e3a-2fef-4f6b-b3a3-ae5555807845,65,72,168,184,23
r02c02f17p01-ch4sk1fk1fl1.tiff,1d1a408a-d5b8-423b-abff-00340fe84046,62,76,251,267,24
r02c02f17p01-ch4sk1fk1fl1.tiff,35525244-0135-4662-bb6e-7398922eb649,68,85,284,298,26
r02c02f17p01-ch4sk1fk1fl1.tiff,b4c9be2d-0152-43d3-a27c-138ce9189021,72,88,343,356,27
r02c02f17p01-ch4sk1fk1fl1.tiff,673cb4a5-30a3-47f5-a4d0-13afe373e977,76,95,379,391,28
r02c02f17p01-ch4sk1fk1fl1.tiff,d69c8190-11d2-415b-8c0b-14278f1ba20d,76,93,517,526,29
r02c02f17p01-ch4sk1fk1fl1.tiff,134adda0-e0c4-42fd-88ce-154909220cbe,79,93,456,465,30
r02c02f17p01-ch4sk1fk1fl1.tiff,f243c6e3-cb0f-4e14-b382-1991097f8cb8,77,92,560,570,31
r02c02f17p01-ch4sk1fk1fl1.tiff,a095ab78-b142-416c-a654-7aeb23f2bf3f,87,102,476,491,33
r02c02f17p01-ch4sk1fk1fl1.tiff,26b8dc1f-9683-4394-b695-4d960b9e5b49,88,101,298,311,34
r02c02f17p01-ch4sk1fk1fl1.tiff,aa26516f-d150-4571-96b0-ff73e8e4f2cc,92,107,420,436,37
r02c02f17p01-ch4sk1fk1fl1.tiff,9689b8f0-23e2-41cf-a6c6-0dd0e3579bfd,95,107,346,363,38
r02c02f17p01-ch4sk1fk1fl1.tiff,b05b02ff-b1ee-47d7-ab01-45bec6d70e60,92,117,169,187,39
r02c02f17p01-ch4sk1fk1fl1.tiff,4113ad0c-0b1c-4ba8-bd30-c954199afc8c,92,111,502,517,40
r02c02f17p01-ch4sk1fk1fl1.tiff,7be41d69-993d-4cc1-9f17-7998dec4ef74,100,114,299,314,41
r02c02f17p01-ch4sk1fk1fl1.tiff,d90152ac-274a-48ef-a0c8-09c652db50a5,114,126,542,553,45
r02c02f17p01-ch4sk1fk1fl1.tiff,6252ba7a-2f7c-4463-adfb-5c7e07f9af84,124,137,343,355,48
r02c02f17p01-ch4sk1fk1fl1.tiff,f01acb9c-54db-47b4-bb74-a4ef6c725bc9,128,139,107,124,49
r02c02f17p01-ch4sk1fk1fl1.tiff,d93a91a5-1869-4948-9939-7023dda7f29c,135,152,539,551,51
r02c02f17p01-ch4sk1fk1fl1.tiff,6afbaaf3-d363-4f98-b080-87b399f9dd21,138,153,145,154,52
r02c02f17p01-ch4sk1fk1fl1.tiff,5b8f1115-7505-4843-b514-20e5f655c081,140,153,487,496,53
r02c02f17p01-ch4sk1fk1fl1.tiff,a6897027-6aef-461c-8561-70f4e96f87e0,155,172,124,138,55
r02c02f17p01-ch4sk1fk1fl1.tiff,3a942058-3156-4819-a7d0-9825c39e588b,159,176,377,393,57
r02c02f17p01-ch4sk1fk1fl1.tiff,9b4063c3-a44b-4d4d-bcf9-22713efa71d1,159,173,30,46,58
r02c02f17p01-ch4sk1fk1fl1.tiff,4f71ea86-aec5-4f81-bcf6-e2a98c3b8e3f,160,174,92,104,59
r02c02f17p01-ch4sk1fk1fl1.tiff,076b0cb5-1a8d-4a54-860f-2bfa4bb0acbf,164,173,462,475,60
r02c02f17p01-ch4sk1fk1fl1.tiff,361eeb9c-5603-4b4b-8e02-d6551998516a,164,181,517,531,63
r02c02f17p01-ch4sk1fk1fl1.tiff,eea6970c-c619-48dd-ad6a-411a2c68d5c7,172,190,334,346,65
r02c02f17p01-ch4sk1fk1fl1.tiff,05976df3-dd7a-4ffa-b9c1-5491c6b23f94,174,187,480,495,66
r02c02f17p01-ch4sk1fk1fl1.tiff,3a57c200-a4fa-42f8-92b2-b16b6fde9eda,173,197,359,372,68
r02c02f17p01-ch4sk1fk1fl1.tiff,0b1ffd87-f771-4e83-9989-73631d03814e,183,195,137,153,69
r02c02f17p01-ch4sk1fk1fl1.tiff,b4c360f7-f29d-45e1-ad6a-63add35cbcfe,181,194,375,387,70
r02c02f17p01-ch4sk1fk1fl1.tiff,ab3ad03e-0cbe-4f9a-a2f9-d9a0e6cb6fdf,184,198,110,126,71
r02c02f17p01-ch4sk1fk1fl1.tiff,377c3244-77ed-472a-ab3c-0580ee728e5b,182,199,272,288,72
r02c02f17p01-ch4sk1fk1fl1.tiff,4e553ec6-852f-4f64-8227-d5a2ff5b7b4e,186,201,399,411,73
r02c02f17p01-ch4sk1fk1fl1.tiff,bd298bc1-595c-49a2-9bf3-a99835400dc9,193,211,86,101,74
r02c02f17p01-ch4sk1fk1fl1.tiff,be9b9023-eb2c-4c7e-88fd-fe4c21e1a050,190,204,257,270,75
r02c02f17p01-ch4sk1fk1fl1.tiff,494788dc-7017-4b8a-86a7-9ddd9b9d1d28,193,210,536,544,78
r02c02f17p01-ch4sk1fk1fl1.tiff,1c1ff105-5155-4fd8-b6df-88686da6572c,206,220,105,118,80
r02c02f17p01-ch4sk1fk1fl1.tiff,9d18d521-d181-4d90-9029-b74ca6d31ded,205,222,390,402,81
r02c02f17p01-ch4sk1fk1fl1.tiff,e93e4211-d47b-43a5-8435-e13e5d4007f7,211,223,28,42,82
r02c02f17p01-ch4sk1fk1fl1.tiff,dbd496d9-5ac0-4272-8a28-dac18afbb96b,212,229,81,97,84
r02c02f17p01-ch4sk1fk1fl1.tiff,1916436b-969c-4a5d-b8ef-d1d95b991798,218,235,284,299,85
r02c02f17p01-ch4sk1fk1fl1.tiff,507616c6-ca86-4f35-9a44-eeb9d67928e4,221,240,7,18,87
r02c02f17p01-ch4sk1fk1fl1.tiff,b1a4f79b-e92e-42de-88dd-71ec6be9f5b5,240,251,213,226,89
r02c02f17p01-ch4sk1fk1fl1.tiff,f72eedfc-8180-431a-b902-8fc1b40f908e,231,250,495,506,90
r02c02f17p01-ch4sk1fk1fl1.tiff,365119cd-93d8-4d7a-b96b-4e45f1aff6b9,236,253,293,306,91
r02c02f17p01-ch4sk1fk1fl1.tiff,a9c53be6-7eec-4bf0-b622-ebdbc81032dd,247,261,84,98,92
r02c02f17p01-ch4sk1fk1fl1.tiff,cb3bbe09-ea0c-425b-a46f-b0646582297a,246,263,451,462,94
r02c02f17p01-ch4sk1fk1fl1.tiff,ef56b81b-894f-445f-8963-1f5d14c2a19a,251,269,437,447,96
r02c02f17p01-ch4sk1fk1fl1.tiff,df024778-7953-4137-b24c-39239ba07d18,255,273,412,425,98
r02c02f17p01-ch4sk1fk1fl1.tiff,f5994650-b05f-4b1d-840e-7801bae2c36f,250,269,241,264,99
r02c02f17p01-ch4sk1fk1fl1.tiff,cefe3eea-a17d-46f5-9812-9a31dccf5343,265,282,462,476,100
r02c02f17p01-ch4sk1fk1fl1.tiff,db772643-893c-4736-a2d7-97e141e70a49,264,280,280,294,101
r02c02f17p01-ch4sk1fk1fl1.tiff,17473658-bd07-4f66-af79-7a88d51a7599,271,280,128,144,102
r02c02f17p01-ch4sk1fk1fl1.tiff,5c8ab690-e3ff-4806-ac01-4edd6b619915,272,285,528,543,105
r02c02f17p01-ch4sk1fk1fl1.tiff,c7ca3f09-9ccd-4409-a32e-dcdde464ee37,280,294,9,28,106
r02c02f17p01-ch4sk1fk1fl1.tiff,70725acb-4184-40a2-b788-fa6fa91ccc70,288,301,36,53,108
r02c02f17p01-ch4sk1fk1fl1.tiff,f9079740-f4df-4994-befc-8676ad171037,286,302,525,537,110
r02c02f17p01-ch4sk1fk1fl1.tiff,47759411-4108-4977-bce1-00e48f36571b,295,306,432,448,111
r02c02f17p01-ch4sk1fk1fl1.tiff,20366ebf-7237-43f0-8271-12b284c0d505,297,313,362,376,112
r02c02f17p01-ch4sk1fk1fl1.tiff,fd9ac84c-b94f-4439-a6aa-6112eb175523,296,311,386,401,113
r02c02f17p01-ch4sk1fk1fl1.tiff,a55441f5-fa1e-4b4e-8504-af88f221cb2e,300,313,98,112,114
r02c02f17p01-ch4sk1fk1fl1.tiff,cd9a15bd-db32-4124-968a-ada98ec19c3a,302,317,191,207,117
r02c02f17p01-ch4sk1fk1fl1.tiff,c4f84e6e-6fa7-4a4d-9f8f-3c0b82e9ade4,304,317,303,319,119
r02c02f17p01-ch4sk1fk1fl1.tiff,c6c1ba40-61b5-4dd7-8f1f-d302ac2fae52,304,314,483,500,120
r02c02f17p01-ch4sk1fk1fl1.tiff,a65e7393-e96c-4f5e-b83f-3a912f4c3146,310,324,270,285,124
r02c02f17p01-ch4sk1fk1fl1.tiff,2cd23e0b-e41a-415f-afc8-ead2b0ee352f,317,328,473,487,126
r02c02f17p01-ch4sk1fk1fl1.tiff,d11426b2-e364-45b3-aa4b-fc0d5ac38ae5,320,341,397,421,129
r02c02f17p01-ch4sk1fk1fl1.tiff,90ab4ec6-1165-47b0-9f76-10bc6f54d4e7,325,337,257,271,130
r02c02f17p01-ch4sk1fk1fl1.tiff,8b714e0d-91dd-41e6-bf5a-08eb62b333af,325,336,99,112,131
r02c02f17p01-ch4sk1fk1fl1.tiff,9a371fd3-eca4-4ba5-8212-d4a56ff55a0f,323,338,158,174,132
r02c02f17p01-ch4sk1fk1fl1.tiff,ba7bfec5-f6e5-4f7b-b3cf-85f7bd2a0f55,330,344,176,191,133
r02c02f17p01-ch4sk1fk1fl1.tiff,75ffa3cc-0b40-405a-b143-f3ca49400fd4,326,345,352,366,134
r02c02f17p01-ch4sk1fk1fl1.tiff,b0433717-acd7-4f21-8d72-9f34f269ef2c,332,348,439,452,136
r02c02f17p01-ch4sk1fk1fl1.tiff,5c7b150c-a3fd-4664-a63d-1199f653ab30,330,344,487,505,137
r02c02f17p01-ch4sk1fk1fl1.tiff,c7dab898-7fd2-4dfc-8bb0-f8f201e45d04,332,349,101,119,139
r02c02f17p01-ch4sk1fk1fl1.tiff,1cbbd4e5-a0b8-4eee-8795-d00384c09b84,337,352,6,20,140
r02c02f17p01-ch4sk1fk1fl1.tiff,627eeeca-8db9-4190-8bfa-b9df2a8e8f23,344,360,170,186,141
r02c02f17p01-ch4sk1fk1fl1.tiff,3ac5307f-0dbd-40e5-b1ef-59bee1a7909c,348,362,146,164,143
r02c02f17p01-ch4sk1fk1fl1.tiff,3ed6d961-914d-4d40-8f11-0adfa4e501b1,345,364,335,347,146
r02c02f17p01-ch4sk1fk1fl1.tiff,7f040fd9-eedb-46e8-b181-88d6546fa09c,362,377,541,555,149
r02c02f17p01-ch4sk1fk1fl1.tiff,87a91048-8d5e-421d-ae74-68ea9b2deac1,363,376,378,391,150
r02c02f17p01-ch4sk1fk1fl1.tiff,5aa9df9f-9e44-4996-91af-6af0cb509435,362,378,553,566,152
r02c02f17p01-ch4sk1fk1fl1.tiff,e241d015-d390-4218-a6e1-d88693a020c7,362,382,28,38,153
r02c02f17p01-ch4sk1fk1fl1.tiff,c62e8eea-40ed-44f4-a00a-09fccec85966,367,383,484,495,154
r02c02f17p01-ch4sk1fk1fl1.tiff,548211ef-6600-4a7a-b5e4-54448b341b47,370,386,519,533,156
r02c02f17p01-ch4sk1fk1fl1.tiff,43a33419-f854-4978-aaf1-2d831727a3a8,376,389,47,61,157
r02c02f17p01-ch4sk1fk1fl1.tiff,d52afd99-ed89-45af-beeb-57273bb58837,391,404,44,58,160
r02c02f17p01-ch4sk1fk1fl1.tiff,09d6331f-5424-4998-a046-95564d855542,390,408,474,489,162
r02c02f17p01-ch4sk1fk1fl1.tiff,7454f39a-532c-4604-9e13-384e0d373399,393,410,536,552,164
r02c02f17p01-ch4sk1fk1fl1.tiff,f3e0dfc0-0208-4556-b9c4-5763358d6a66,398,414,169,187,165
r02c02f17p01-ch4sk1fk1fl1.tiff,d5228e9a-f806-48f4-b668-d0f92504914b,401,415,332,354,167
r02c02f17p01-ch4sk1fk1fl1.tiff,018170b1-4300-46fd-a76c-5596dfbabf00,403,420,415,429,168
r02c02f17p01-ch4sk1fk1fl1.tiff,59aeda44-3796-45fe-8b8a-75adfaa9b871,405,418,546,561,170
r02c02f17p01-ch4sk1fk1fl1.tiff,3a12ae74-52ff-430f-a996-630fa2da5295,404,417,209,220,171
r02c02f17p01-ch4sk1fk1fl1.tiff,978997fc-55a4-47e8-956a-7435f5de9d6e,408,421,282,291,172
r02c02f17p01-ch4sk1fk1fl1.tiff,9b529022-8a13-4899-8bce-354ae8c89cd1,413,431,352,374,174
r02c02f17p01-ch4sk1fk1fl1.tiff,6c284867-a86e-4925-8306-ad6c89962811,421,436,63,77,177
r02c02f17p01-ch4sk1fk1fl1.tiff,5b523abb-1e49-45f1-9d85-626ec9d00a76,423,439,419,432,178
r02c02f17p01-ch4sk1fk1fl1.tiff,e8792816-8584-4253-b6ec-e41226d23228,429,446,144,155,180
r02c02f17p01-ch4sk1fk1fl1.tiff,38bb6a75-891c-4f66-b5f2-1c53ff4c01e0,427,442,395,406,181
r02c02f17p01-ch4sk1fk1fl1.tiff,fea19ea3-f032-4423-9c7d-9c8459e7c0c3,435,450,10,26,183
r02c02f17p01-ch4sk1fk1fl1.tiff,4540b501-bce5-4d1d-8731-41a07932c0a9,439,453,197,212,184
r02c02f17p01-ch4sk1fk1fl1.tiff,521ddcac-b96d-4268-bf10-7f49f739cd2e,443,460,334,355,187
r02c02f17p01-ch4sk1fk1fl1.tiff,70d007be-850d-49ec-a137-4d9e5cc4b453,445,460,168,187,188
r02c02f17p01-ch4sk1fk1fl1.tiff,9ff532da-fd7f-442f-be13-ba1d2b82071c,452,463,349,364,189
r02c02f17p01-ch4sk1fk1fl1.tiff,3f61dd72-8ef3-4fab-bcb3-5a24fcf38898,456,470,370,383,190
r02c02f17p01-ch4sk1fk1fl1.tiff,4441d73c-25fb-49e0-af29-329c81bd100e,469,483,186,202,191
r02c02f17p01-ch4sk1fk1fl1.tiff,6f60be67-2c21-4544-90b0-43ee76e733fe,468,483,118,133,193
r02c02f17p01-ch4sk1fk1fl1.tiff,33da6d4f-b4b8-48df-a0f2-978014a258e6,474,492,443,454,196
r02c02f17p01-ch4sk1fk1fl1.tiff,aac59948-8348-4ee3-9473-0f52836e3c74,488,504,165,189,197
r02c02f17p01-ch4sk1fk1fl1.tiff,a5047738-0e42-453e-a9fc-5cd929a9e4ba,484,501,466,479,198
r02c02f17p01-ch4sk1fk1fl1.tiff,3de54c6c-4568-4fdb-9992-9bdedbf10b1c,493,508,218,232,199
r02c02f17p01-ch4sk1fk1fl1.tiff,c7ada95a-54dd-4a66-92b6-33a60012b874,495,511,445,464,200
r02c02f17p01-ch4sk1fk1fl1.tiff,1312ebe8-f7ae-49ca-9998-593ccf781beb,499,510,118,132,203
r02c02f17p01-ch4sk1fk1fl1.tiff,458a4b7d-2450-4ac6-97e8-637b3ce4aa64,499,513,404,418,204
r02c02f17p01-ch4sk1fk1fl1.tiff,1876d071-997d-4917-80c5-5a612049f57d,502,514,526,540,205
r02c02f17p01-ch4sk1fk1fl1.tiff,9b63bd81-e00f-4c46-adb6-fabcffc9a696,509,522,115,132,208
r02c02f17p01-ch4sk1fk1fl1.tiff,f6843c1c-b077-454a-b952-36c655fd539a,506,521,345,361,209
r02c02f17p01-ch4sk1fk1fl1.tiff,2b13bda6-eb8a-4ea4-8765-65f2cd3ec050,518,532,270,287,211
r02c02f17p01-ch4sk1fk1fl1.tiff,1cfd45b0-4391-4821-98eb-266d86eb24e0,524,540,441,459,216
r02c02f17p01-ch4sk1fk1fl1.tiff,5e0a5a22-c8c7-4d17-a80f-b61ce0c2a0d9,546,561,498,509,220
r02c02f17p01-ch4sk1fk1fl1.tiff,f704380d-7cfa-47b5-82a4-a7b997d1140e,544,558,468,479,221
r02c02f17p01-ch4sk1fk1fl1.tiff,a019c217-88bf-4dff-9764-22e7a5c15390,554,566,455,468,223
r02c02f18p01-ch4sk1fk1fl1.tiff,308b9db3-a1c6-4fe6-a9b9-450aafd2b507,5,13,531,541,1
r02c02f18p01-ch4sk1fk1fl1.tiff,70f59aa6-37b1-44f2-b70a-773bf5681750,5,20,375,392,4
r02c02f18p01-ch4sk1fk1fl1.tiff,62785d77-c65f-445b-a3d9-9537863d25ee,13,23,528,544,7
r02c02f18p01-ch4sk1fk1fl1.tiff,efd82063-a5ee-42ce-997c-1efcfac864d4,15,25,114,126,8
r02c02f18p01-ch4sk1fk1fl1.tiff,074955fb-45d5-46f9-bb8f-b4930203cbb2,16,32,37,47,9
r02c02f18p01-ch4sk1fk1fl1.tiff,3eda9fa7-abc7-4b1d-b43c-a279a1a64a5d,21,31,82,95,10
r02c02f18p01-ch4sk1fk1fl1.tiff,dbcf069b-1906-4107-9195-4f56206f9592,23,33,528,544,11
r02c02f18p01-ch4sk1fk1fl1.tiff,57abf7b0-283e-43fe-ba35-7c5be051fa7d,32,40,301,318,12
r02c02f18p01-ch4sk1fk1fl1.tiff,21583090-2834-4fd6-87fd-351c8f184c04,30,40,496,509,13
r02c02f18p01-ch4sk1fk1fl1.tiff,0ccb9992-ea7a-481d-9726-03782fe940bd,29,41,216,225,14
r02c02f18p01-ch4sk1fk1fl1.tiff,52ad332d-f080-4a96-9ea3-3a53041b6539,29,41,379,400,15
r02c02f18p01-ch4sk1fk1fl1.tiff,bd0845c8-d1ed-47a5-a6d5-38fe27f2fb48,32,45,344,360,17
r02c02f18p01-ch4sk1fk1fl1.tiff,c2c88a25-985b-4a36-b2da-d834d1e857c1,35,45,425,443,18
r02c02f18p01-ch4sk1fk1fl1.tiff,9430cd5d-1511-4838-b6d5-5f607b862175,38,47,47,63,19
r02c02f18p01-ch4sk1fk1fl1.tiff,33dc1e3d-c1a4-4849-9d58-a9799d7861ad,41,49,101,117,20
r02c02f18p01-ch4sk1fk1fl1.tiff,08ab58e9-20d4-4a5e-9133-e6f67654b4b9,47,65,194,207,21
r02c02f18p01-ch4sk1fk1fl1.tiff,8904ef5e-50bc-4d84-83ef-e6622ec43c17,52,66,321,339,22
r02c02f18p01-ch4sk1fk1fl1.tiff,36006fc3-92d1-4c96-8784-ea5460921dd8,44,64,22,40,23
r02c02f18p01-ch4sk1fk1fl1.tiff,e256e1b0-1485-4692-984f-fc2d28704907,53,67,55,71,24
r02c02f18p01-ch4sk1fk1fl1.tiff,e65c6644-99d8-4370-be99-8faacf71fdba,54,65,539,553,26
r02c02f18p01-ch4sk1fk1fl1.tiff,6d7371e1-6848-4390-a772-b51bb5f371d6,62,76,213,225,28
r02c02f18p01-ch4sk1fk1fl1.tiff,a7237839-8a08-414d-8e14-4e621e20c254,69,76,324,343,30
